ISO,Country,Subject Descriptor,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AUS,Australia,General government total expenditure,Percent of GDP,,,,,,,,,30.669,29.603,30.479,33.056,34.048,34.138,33.742,33.692,33.542,32.815,34.652,36.240,35.241,35.649,34.933,34.914,34.846,34.603,34.566,34.325,35.081,37.755,36.954,36.319,36.574,36.480,36.852,37.388,37.374,36.873,36.991,39.054,44.630
AUS,Australia,General government net lending/borrowing,National currency,,,,,,,,,1.650,3.599,-0.961,-11.611,-20.521,-21.487,-18.318,-13.311,-7.897,-2.825,-1.489,4.250,8.596,-0.221,1.507,8.724,11.833,16.457,18.422,16.705,-13.598,-57.711,-69.802,-66.451,-53.188,-44.097,-47.095,-45.685,-41.150,-30.965,-23.864,-87.796,-172.209
AUS,Australia,General government gross debt,Percent of GDP,,,,,,,,,,17.019,16.409,21.605,27.624,30.665,31.709,31.156,29.343,25.906,23.705,22.557,19.511,17.121,15.018,13.189,11.910,10.866,9.946,9.671,11.743,16.623,20.352,24.047,27.534,30.485,34.045,37.752,40.593,41.181,41.762,46.744,57.115
AUS,Australia,Current account balance,Percent of GDP,-2.367,-4.056,-4.105,-3.146,-4.146,-4.861,-5.048,-3.389,-3.832,-5.999,-4.847,-3.279,-3.258,-3.026,-4.520,-4.984,-3.461,-2.917,-4.905,-5.475,-4.091,-2.234,-3.785,-5.314,-6.273,-5.987,-5.902,-6.725,-4.817,-4.502,-3.648,-2.981,-4.344,-3.352,-3.027,-4.620,-3.262,-2.558,-2.184,0.368,2.195
AUT,Austria,"Gross domestic product, constant prices",Percent change,2.314,-0.099,1.908,2.804,0.332,2.243,2.341,1.681,0.961,3.887,4.346,3.442,2.094,0.527,2.402,2.668,2.398,2.094,3.581,3.556,3.376,1.267,1.652,0.941,2.735,2.244,3.454,3.727,1.460,-3.765,1.837,2.923,0.680,0.026,0.661,1.015,1.989,2.259,2.425,1.517,-6.454
AUT,Austria,"Gross domestic product, current prices",U.S. dollars,80.923,70.121,70.111,71.032,67.007,68.624,97.375,121.771,133.591,133.263,166.866,174.435,195.506,190.383,203.970,241.234,237.343,213.045,218.557,217.475,197.377,197.510,214.243,262.208,301.321,316.267,336.298,389.231,432.005,401.323,392.595,431.609,409.661,430.197,442.699,382.010,395.728,417.114,455.198,444.670,434.877
AUT,Austria,Gross national savings,Percent of GDP,25.919,24.598,23.647,21.978,23.015,22.998,23.096,23.305,23.834,25.014,25.732,25.263,24.227,22.927,22.855,23.979,23.499,23.668,24.253,23.857,25.221,24.365,25.745,25.957,26.137,26.084,26.905,28.387,28.957,25.372,25.463,25.771,25.460,25.666,26.006,25.531,26.981,26.213,26.631,27.733,28.624
AUT,Austria,"Inflation, average consumer prices",Percent change,6.325,6.807,5.440,3.335,5.665,3.190,1.737,1.408,1.868,2.249,2.777,3.116,3.426,3.234,2.711,1.611,1.771,1.166,0.818,0.516,1.957,2.301,1.682,1.302,1.962,2.103,1.685,2.201,3.229,0.406,1.693,3.542,2.568,2.118,1.465,0.809,0.973,2.228,2.122,1.490,1.386
AUT,Austria,Volume of exports of goods and services,Percent change,5.227,5.063,1.591,3.638,6.334,7.100,-2.348,3.101,10.200,10.544,8.572,2.937,1.319,-2.373,5.688,7.205,9.979,11.028,7.852,6.434,13.525,5.771,4.286,0.531,8.661,6.665,7.576,7.572,2.171,-14.368,13.131,5.935,1.438,0.641,2.888,3.049,2.988,4.898,5.198,3.985,-10.652
AUT,Austria,General government total expenditure,Percent of GDP,,,,,,,,,47.570,46.284,46.570,47.594,49.003,54.009,54.019,55.821,55.629,52.276,54.054,50.305,50.654,51.357,52.430,49.926,53.704,51.154,50.378,49.242,49.871,54.141,52.835,50.892,51.213,51.648,52.325,51.027,50.071,49.299,48.758,48.609,56.741
AUT,Austria,General government net lending/borrowing,National currency,,,,,,,,,-4.013,-3.874,-3.534,-4.343,-3.328,-7.308,-8.469,-10.843,-7.954,-4.476,-5.240,-5.337,-4.407,-1.452,-4.228,-3.204,-11.727,-6.455,-6.866,-3.926,-4.469,-15.427,-13.177,-7.992,-6.975,-6.317,-9.092,-3.602,-5.488,-3.014,0.656,2.424,-30.517
AUT,Austria,General government gross debt,Percent of GDP,,,,,,,,,57.365,56.332,55.932,56.134,56.028,60.629,63.721,67.865,67.807,63.056,68.819,61.103,65.738,66.355,66.978,64.896,64.849,68.318,67.001,64.740,68.417,79.580,82.418,82.178,81.661,81.011,83.758,84.401,82.549,78.603,74.074,70.640,82.930
AUT,Austria,Current account balance,Percent of GDP,-4.776,-4.338,1.003,0.389,-0.266,-0.230,0.210,-0.216,-0.181,0.186,0.699,0.035,-0.385,-0.532,-1.467,-2.860,-2.838,-2.546,-1.852,-2.261,-0.706,-0.796,2.102,1.548,2.076,2.258,3.295,3.802,4.490,2.596,2.855,1.631,1.483,1.943,2.474,1.725,2.724,1.374,0.905,2.384,2.977
AZE,Azerbaijan,"Gross domestic product, constant prices",Percent change,,,,,,,,,,,,,,-23.098,-19.673,-13.027,2.531,8.884,6.007,11.396,6.227,6.486,9.439,10.208,9.254,27.962,34.466,25.463,10.591,9.370,4.789,-1.573,2.203,5.843,2.798,1.050,-3.064,0.154,1.500,2.480,-4.199
AZE,Azerbaijan,"Gross domestic product, current prices",U.S. dollars,,,,,,,,,,,,,1.193,1.309,2.258,2.417,3.177,3.963,4.280,4.581,5.273,5.475,6.232,7.276,8.682,13.273,21.027,33.090,48.979,44.289,52.913,65.990,69.687,74.160,75.240,50.844,37.830,41.375,47.113,48.174,42.693
AZE,Azerbaijan,Gross national savings,Percent of GDP,,,,,,,,,,,,,-11.204,10.587,-3.588,6.881,0.440,13.818,6.213,9.416,16.223,19.552,19.652,23.413,25.389,38.704,44.302,44.625,49.472,39.804,44.139,46.269,43.758,42.217,40.476,27.348,22.075,27.348,30.560,27.373,22.024
AZE,Azerbaijan,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,1129.700,1664.000,411.760,19.795,3.674,-0.773,-8.525,1.805,1.768,2.758,2.121,6.709,9.577,8.227,16.586,20.783,1.350,5.664,7.754,1.007,2.424,1.448,4.048,12.438,12.844,2.334,2.712,2.824
AZE,Azerbaijan,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,-62.400,-8.000,-4.098,-5.264,29.644,20.479,-3.969,6.625,32.262,10.254,-0.640,8.165,43.159,40.464,45.858,7.205,7.527,-2.318,0.504,-0.846,-1.708,-2.327,8.065,1.558,-6.416,1.725,2.408,-10.409
AZE,Azerbaijan,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,24.284,18.665,19.750,20.191,18.721,19.505,18.240,16.785,23.139,21.662,24.216,22.498,25.299,26.068,31.439,34.506,31.958,33.735,36.636,37.779,36.374,38.679,35.407,35.557,33.183,32.520,40.363
AZE,Azerbaijan,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,-0.045,-0.023,-0.059,-0.033,0.054,-0.039,0.007,1.157,1.176,0.115,0.152,0.343,0.124,0.663,6.901,2.085,5.873,5.656,2.029,0.956,1.618,-2.617,-0.696,-0.934,4.348,7.334,-4.828
AZE,Azerbaijan,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,19.209,16.721,12.466,14.291,25.414,22.837,24.387,23.018,21.828,9.710,6.855,5.297,4.003,3.221,4.726,4.981,4.967,5.831,6.179,8.533,17.980,20.608,22.509,18.685,17.656,21.327
AZE,Azerbaijan,Current account balance,Percent of GDP,,,,,,,,,,,,,-16.598,-12.199,-5.461,-13.165,-25.894,-23.110,-31.883,-13.090,-3.539,-0.945,-12.329,-27.772,-29.824,1.261,17.632,27.256,33.593,22.969,28.423,25.983,21.405,16.610,13.863,-0.438,-3.604,4.071,12.844,9.061,-0.533
BHS,The Bahamas,"Gross domestic product, constant prices",Percent change,7.100,-2.900,6.300,6.800,2.400,4.100,2.600,3.700,2.255,2.300,1.052,-4.182,-3.826,0.308,3.149,4.379,4.224,4.946,4.716,7.144,4.149,2.626,2.705,-1.265,0.883,3.395,2.517,1.446,-2.324,-4.175,1.539,0.613,3.087,-2.863,1.847,0.997,-0.858,3.050,1.831,1.896,-23.823
BHS,The Bahamas,"Gross domestic product, current prices",U.S. dollars,2.598,2.692,3.031,3.373,3.603,3.923,4.241,4.669,4.855,5.473,5.218,5.128,5.125,5.097,5.372,5.653,5.950,6.332,6.833,7.684,8.076,8.318,8.881,8.870,9.055,9.836,10.167,10.618,10.526,9.982,10.096,10.070,10.720,10.563,11.176,11.862,11.835,12.358,12.756,13.193,9.700
BHS,The Bahamas,Gross national savings,Percent of GDP,13.405,10.940,11.839,12.837,12.661,12.978,13.368,9.937,9.737,13.388,14.746,12.079,13.142,12.401,12.006,10.954,9.736,24.559,22.133,30.094,28.875,23.271,23.963,23.935,24.685,24.436,22.896,21.700,20.790,19.757,19.579,19.047,17.054,15.178,12.207,11.473,14.821,14.635,16.153,23.248,3.287
BHS,The Bahamas,"Inflation, average consumer prices",Percent change,12.231,11.046,6.101,4.000,3.966,4.624,5.414,5.994,4.051,5.405,4.628,7.304,5.577,2.748,1.367,2.023,1.262,0.561,1.207,1.119,1.732,2.362,1.498,3.657,1.160,1.819,1.958,2.407,4.434,1.666,1.621,3.064,1.912,0.445,1.183,1.878,-0.330,1.500,2.268,2.491,0.039
BHS,The Bahamas,Volume of exports of goods and services,Percent change,9.582,-5.893,-1.704,7.095,2.953,16.119,4.161,1.382,-3.919,3.002,0.923,-16.903,-3.066,14.827,2.048,0.906,2.206,1.389,1.127,17.877,10.316,-12.955,10.101,-3.693,7.309,9.204,0.704,5.988,-3.799,-20.965,2.928,-0.078,8.514,-1.273,-3.073,-4.866,4.342,4.943,23.799,6.412,-67.029
BHS,The Bahamas,General government total expenditure,Percent of GDP,,,,,,,,,,,12.019,12.540,12.440,12.140,12.391,12.162,12.139,13.576,12.691,9.803,12.194,12.000,12.041,12.372,12.485,12.851,13.241,13.629,14.338,15.227,15.432,17.072,16.971,18.075,18.013,18.363,19.337,23.432,19.580,20.072,25.806
BHS,The Bahamas,General government net lending/borrowing,National currency,,,,,,,,,,,-0.170,-0.151,-0.147,-0.085,-0.054,-0.024,-0.045,-0.141,-0.071,0.093,-0.042,-0.025,-0.178,-0.197,-0.175,-0.109,-0.044,-0.080,-0.087,-0.245,-0.258,-0.289,-0.338,-0.540,-0.488,-0.383,-0.310,-0.984,-0.415,-0.219,-0.839
BHS,The Bahamas,General government gross debt,Percent of GDP,,,,,,,,,,,13.223,15.256,17.872,19.708,20.915,21.022,20.749,21.497,20.793,19.759,19.176,18.480,19.435,20.841,21.620,22.954,23.154,23.490,25.344,30.089,33.883,35.262,37.589,44.067,47.474,49.808,51.001,54.491,61.937,59.726,74.961
BHS,The Bahamas,Current account balance,Percent of GDP,-0.585,-3.050,-2.151,-1.153,-1.330,-1.012,-0.764,-1.174,-1.370,-1.747,-0.770,-3.549,0.649,5.620,3.801,2.314,0.297,-5.358,-10.086,1.358,-1.515,-3.835,0.084,-0.173,1.606,-3.098,-10.141,-8.987,-8.282,-8.095,-7.884,-10.935,-14.289,-14.354,-19.619,-12.463,-12.444,-13.376,-9.402,-2.619,-23.552
BHR,Bahrain,"Gross domestic product, constant prices",Percent change,7.494,2.777,6.406,6.994,4.186,-0.930,0.484,-1.222,5.952,1.013,3.503,2.286,7.123,7.604,3.212,1.923,3.250,2.348,4.849,5.972,7.018,2.491,3.349,6.296,6.981,6.769,6.467,8.294,6.242,2.541,4.337,1.984,3.728,5.416,4.351,2.485,3.558,4.292,2.110,2.167,-4.645
BHR,Bahrain,"Gross domestic product, current prices",U.S. dollars,3.593,4.056,4.264,4.368,4.534,4.278,3.347,3.626,4.481,4.675,4.965,5.209,5.442,5.986,6.411,6.787,7.057,7.318,6.996,7.582,9.063,9.189,9.594,11.075,13.150,15.969,18.505,21.730,25.711,22.938,25.713,28.777,30.749,32.539,33.388,31.051,32.235,35.474,37.802,38.654,34.622
BHR,Bahrain,Gross national savings,Percent of GDP,31.515,36.999,39.837,30.519,38.117,26.235,5.999,14.901,12.670,15.475,21.404,20.126,18.433,17.749,19.922,26.223,26.826,25.525,13.928,14.870,25.985,20.926,24.826,25.039,16.120,28.394,35.629,42.173,39.538,28.720,30.275,31.173,36.530,33.346,31.407,23.599,24.946,28.856,28.824,30.583,25.723
BHR,Bahrain,"Inflation, average consumer prices",Percent change,3.800,11.400,8.700,3.200,0.000,-2.400,-2.500,-1.700,0.200,1.200,1.299,0.899,-0.302,2.599,3.999,3.139,-0.185,4.602,-0.418,-1.259,-0.730,-1.175,-0.496,1.679,2.248,2.618,2.041,3.252,3.533,2.785,1.962,-0.336,2.756,3.302,2.646,1.849,2.789,1.386,2.091,1.007,-2.325
BHR,Bahrain,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,,,,5.898,-1.510,-6.366,16.121,19.083,-3.691,,5.012,13.377,13.413,7.284,2.408,5.247,-12.810,2.083,9.226,20.804,-0.664,-4.068,-0.845,-2.757,3.690,3.262,0.381,-2.548
BHR,Bahrain,General government total expenditure,Percent of GDP,,,,,,,,,,,33.738,29.748,30.648,27.829,27.247,26.135,23.642,32.305,26.789,28.219,23.095,27.668,31.880,29.284,26.055,24.923,24.115,23.351,23.647,25.638,32.394,31.360,32.342,33.212,28.416,36.500,34.980,32.181,33.568,32.681,34.235
BHR,Bahrain,General government net lending/borrowing,National currency,,,,,,,,,,,-0.132,-0.071,-0.115,-0.065,-0.130,-0.106,0.007,-0.183,-0.151,-0.144,0.260,0.025,-0.123,-0.074,0.012,0.175,0.163,0.130,0.412,-0.482,-0.936,-0.551,-0.693,-1.087,-0.434,-2.135,-2.112,-1.871,-1.678,-1.303,-2.128
BHR,Bahrain,General government gross debt,Percent of GDP,,,,,,,,,,,7.545,6.994,6.725,6.199,5.861,14.199,13.675,15.383,20.845,25.717,25.745,26.076,28.379,32.452,29.396,24.193,20.252,16.345,12.563,21.363,30.011,32.802,36.208,43.938,44.398,66.176,81.326,88.129,94.607,101.635,128.546
BHR,Bahrain,Current account balance,Percent of GDP,5.131,10.591,9.981,2.350,4.816,0.908,-2.058,-5.552,4.285,-4.131,1.407,-11.564,-15.189,-5.645,-3.977,3.499,3.690,-0.424,-11.128,-0.295,9.336,2.460,-0.579,1.775,3.608,9.245,11.828,13.381,8.778,2.442,3.000,8.770,8.384,7.406,4.562,-2.422,-4.631,-4.088,-6.440,-2.055,-9.372
BGD,Bangladesh,"Gross domestic product, constant prices",Percent change,,3.802,2.376,4.016,5.181,3.223,4.249,3.732,2.159,2.612,5.941,3.339,5.040,4.574,4.085,4.925,4.622,4.490,5.177,4.670,5.293,5.077,3.833,4.740,5.240,6.536,6.672,7.059,6.014,5.045,5.572,6.464,6.521,6.014,6.061,6.553,7.114,6.590,7.319,7.882,3.448
BGD,Bangladesh,"Gross domestic product, current prices",U.S. dollars,24.775,26.355,24.678,23.904,26.817,28.819,29.639,32.449,34.914,38.070,41.068,42.488,43.292,43.684,46.438,51.842,55.445,57.599,59.879,61.526,61.687,62.537,65.036,71.755,77.152,79.530,86.028,95.374,109.765,122.760,138.094,154.097,159.749,179.676,207.102,233.687,265.236,293.755,321.379,351.238,373.902
BGD,Bangladesh,Gross national savings,Percent of GDP,,20.588,20.693,19.689,18.951,19.711,19.999,19.100,19.213,20.049,20.589,22.465,22.016,20.636,21.427,21.891,22.881,23.871,24.370,24.674,26.344,26.300,27.125,27.148,27.910,27.721,29.199,29.155,28.870,29.703,30.469,29.972,30.870,31.535,30.450,30.285,32.112,30.708,30.610,31.138,31.418
BGD,Bangladesh,"Inflation, average consumer prices",Percent change,7.692,14.935,13.653,11.102,9.993,10.441,10.313,10.518,10.222,9.182,9.665,9.348,5.862,3.296,4.588,8.857,6.838,2.661,6.657,8.904,3.623,1.812,2.407,3.881,8.139,6.486,7.163,7.205,9.937,6.655,7.316,8.787,8.889,6.777,7.349,6.405,5.916,5.440,5.783,5.475,5.648
BGD,Bangladesh,Volume of exports of goods and services,Percent change,11.200,24.015,19.600,8.798,-1.721,-4.942,15.455,25.927,10.942,11.478,14.358,10.195,15.695,14.607,14.740,11.756,10.197,26.942,14.376,6.674,5.071,13.527,-3.534,5.512,7.314,10.920,17.948,11.538,11.800,10.367,5.372,28.824,3.464,13.496,12.434,5.849,15.446,1.741,6.322,13.982,-14.234
BGD,Bangladesh,General government total expenditure,Percent of GDP,10.987,10.291,10.579,10.603,9.443,9.325,9.848,9.488,9.317,9.601,9.138,8.862,8.797,9.739,10.048,10.462,9.791,9.889,9.821,8.658,9.756,10.730,10.356,10.152,9.885,10.263,10.127,9.627,11.540,10.576,10.601,11.534,11.695,12.088,11.748,11.503,11.601,12.235,12.950,13.552,13.308
BGD,Bangladesh,General government net lending/borrowing,National currency,-22.800,-22.850,-27.950,-32.225,-31.005,-32.575,-40.095,-43.800,-45.300,-52.518,-2.102,6.686,5.818,7.306,0.594,-7.860,-45.839,-47.887,-59.713,-39.855,-80.274,-120.024,-86.772,-81.695,-101.366,-122.689,-124.084,-122.756,-253.400,-226.330,-213.370,-325.240,-323.086,-410.295,-421.548,-597.352,-656.564,-968.542,-1073.768,-1596.197,-1534.649
BGD,Bangladesh,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,37.044,36.585,35.558,35.332,34.989,33.870,33.010,29.623,29.393,29.078,28.344,28.683,28.206,27.720,28.306,29.553,31.951,34.509
BGD,Bangladesh,Current account balance,Percent of GDP,-0.817,-1.777,-2.734,-2.223,-1.908,-2.375,-2.241,-1.657,-2.385,-3.196,-2.687,-1.519,-0.545,-0.295,-0.489,-1.189,-1.719,-1.443,-0.948,-0.569,-0.546,-1.628,0.241,0.245,0.228,-0.700,0.665,1.003,0.253,1.699,2.346,-1.445,-0.280,1.329,0.679,1.230,1.607,-0.453,-2.977,-1.278,-1.454
BRB,Barbados,"Gross domestic product, constant prices",Percent change,4.371,-1.900,-4.900,0.500,3.600,1.100,5.100,2.600,3.500,3.600,-3.300,-3.900,-5.700,0.800,2.000,2.023,3.966,4.740,3.740,0.326,4.453,-2.367,0.791,2.171,1.407,3.965,5.669,2.202,0.698,-5.076,-2.288,-0.673,-0.450,-1.411,-0.126,2.446,2.485,0.478,-0.583,-0.523,-13.311
BRB,Barbados,"Gross domestic product, current prices",U.S. dollars,1.018,1.120,1.171,1.243,1.355,1.418,1.557,1.714,1.823,2.018,2.024,2.032,1.957,2.075,2.163,2.229,2.377,2.513,2.833,2.969,3.059,3.055,3.106,3.210,3.444,3.820,4.217,4.674,4.785,4.466,4.530,4.658,4.610,4.677,4.696,4.715,4.830,4.978,5.087,5.298,4.716
BRB,Barbados,Gross national savings,Percent of GDP,18.153,12.111,15.668,12.771,14.632,13.446,12.580,10.469,15.030,16.131,14.152,12.019,15.022,13.519,17.551,16.429,17.570,16.139,18.017,17.023,16.482,13.703,14.390,16.745,10.782,10.621,10.797,14.136,8.670,10.928,11.277,5.239,7.701,8.158,7.317,10.804,12.134,11.843,10.332,11.796,12.117
BRB,Barbados,"Inflation, average consumer prices",Percent change,18.498,14.589,10.287,5.275,4.648,4.858,0.199,3.567,4.719,6.334,3.036,6.300,5.996,1.184,0.700,2.838,2.386,7.711,-1.269,1.560,2.436,2.801,0.169,1.577,1.428,6.065,7.308,4.034,8.108,3.645,5.824,9.432,4.533,1.814,1.767,-1.112,1.512,4.410,3.688,4.100,2.882
BRB,Barbados,Volume of exports of goods and services,Percent change,11.572,-8.194,8.080,7.196,16.277,-7.078,-16.085,-14.016,4.412,12.884,4.042,16.467,-8.490,0.909,9.339,2.376,7.469,6.687,4.068,5.963,6.880,-2.394,-2.426,9.694,2.520,19.836,3.829,7.010,-4.769,-13.393,4.143,-7.567,-6.553,2.827,-2.958,8.451,11.479,0.236,-1.692,6.835,-36.316
BRB,Barbados,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,17.311,19.280,21.333,22.066,20.259,21.120,22.526,23.683,33.328,31.774,30.261,30.833,29.518,31.146,32.312,33.336,33.479,31.587,34.556,35.170,33.101,35.013,33.640,32.898,29.421,26.896,32.940
BRB,Barbados,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,0.299,0.292,0.189,0.301,0.368,0.346,0.327,0.269,-0.355,-0.214,-0.223,-0.255,-0.321,-0.457,-0.443,-0.664,-0.776,-0.385,-0.740,-0.959,-0.705,-0.864,-0.521,-0.429,-0.031,0.385,-0.430
BRB,Barbados,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,55.930,57.916,58.540,58.539,53.882,53.771,61.301,67.484,70.967,70.860,70.528,73.306,75.768,77.440,83.383,100.013,108.158,112.637,123.672,135.161,139.252,147.021,149.454,158.264,125.973,122.988,139.752
BRB,Barbados,Current account balance,Percent of GDP,-2.672,-11.255,-3.554,-4.152,0.827,0.332,-1.028,-3.127,0.129,-0.131,-1.856,-1.162,7.426,3.329,6.474,2.611,3.724,-1.411,-3.029,-4.586,-3.654,-3.732,-5.207,-3.711,-10.493,-10.509,-10.474,-4.839,-9.627,-6.025,-4.603,-11.817,-8.479,-8.365,-9.218,-6.120,-4.260,-3.788,-3.960,-2.770,-5.886
BLR,Belarus,"Gross domestic product, constant prices",Percent change,,,,,,,,,,,,,,-7.600,-11.700,-11.084,2.776,11.434,8.442,3.354,5.760,4.717,5.048,7.033,11.439,9.452,10.001,8.637,10.235,0.168,7.805,5.290,1.629,0.962,1.686,-3.830,-2.536,2.541,3.138,1.446,-0.673
BLR,Belarus,"Gross domestic product, current prices",U.S. dollars,,,,,,,,,,,,,12.800,11.408,15.687,10.532,14.494,14.091,15.215,12.133,10.785,12.778,15.092,18.420,23.928,31.239,38.219,46.815,62.798,50.855,57.220,61.368,65.669,75.496,78.736,56.329,47.703,54.723,60.011,64.414,61.312
BLR,Belarus,Gross national savings,Percent of GDP,,,,,,,,,,,,,,19.445,14.238,20.407,19.954,20.713,20.008,22.117,22.635,20.896,20.484,22.191,23.355,29.602,28.188,27.270,29.327,24.805,26.186,28.984,32.259,28.775,28.202,25.784,23.099,26.290,28.117,27.216,27.032
BLR,Belarus,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,1190.316,2220.897,709.297,52.688,63.820,73.018,293.733,168.601,61.133,42.568,28.398,18.094,10.336,6.992,8.429,14.828,12.950,7.743,53.228,59.218,18.303,18.107,13.523,11.829,6.032,4.867,5.600,5.536
BLR,Belarus,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,,-21.216,36.398,25.418,46.340,-15.846,17.938,17.100,7.161,8.250,10.356,14.672,-1.556,8.147,5.677,1.334,-12.654,6.407,31.700,11.108,-17.036,2.589,1.318,1.744,8.953,5.917,0.151,0.815
BLR,Belarus,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,42.380,43.782,43.531,44.003,44.985,47.210,49.171,60.009,51.703,44.319,40.295,38.893,40.813,38.836,41.770,40.683,39.042,37.845,37.353,38.045
BLR,Belarus,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,,,,,,,-0.084,-0.211,-0.255,-0.365,-0.451,-0.632,-0.786,-1.463,-1.028,-0.714,-0.862,0.197,-0.659,0.074,-2.665,-1.575,-0.356,2.208,1.225,-4.298
BLR,Belarus,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,9.223,8.115,12.274,15.813,20.295,32.547,36.805,58.223,36.946,36.859,38.791,53.007,53.482,53.160,47.515,40.999,47.493
BLR,Belarus,Current account balance,Percent of GDP,,,,,,,,,,,,,1.733,-3.813,-2.829,-4.351,-3.560,-6.098,-6.681,-1.597,-4.257,-4.139,-2.158,-2.476,-4.981,1.468,-3.631,-6.435,-7.896,-12.059,-14.471,-8.233,-2.836,-10.023,-6.640,-3.251,-3.379,-1.740,0.038,-1.934,-0.423
BEL,Belgium,"Gross domestic product, constant prices",Percent change,4.444,-0.279,0.595,0.312,2.466,1.652,1.823,2.307,4.723,3.469,3.137,1.833,1.531,-0.962,3.227,2.385,1.321,3.794,1.962,3.543,3.717,1.100,1.707,1.038,3.571,2.322,2.552,3.677,0.447,-2.021,2.865,1.694,0.739,0.459,1.579,2.041,1.267,1.620,1.793,2.241,-5.362
BEL,Belgium,"Gross domestic product, current prices",U.S. dollars,123.478,102.245,89.958,85.037,81.237,84.467,117.063,145.411,158.097,159.816,200.149,205.369,228.732,218.720,238.622,288.301,279.292,253.022,258.876,258.500,236.897,236.748,258.200,318.004,369.047,385.927,408.281,470.978,517.270,482.730,481.814,523.239,496.467,521.799,535.529,462.383,475.931,502.587,543.546,535.890,524.791
BEL,Belgium,Gross national savings,Percent of GDP,19.837,17.417,16.597,16.305,17.518,17.599,18.718,19.677,22.185,23.474,23.647,22.736,23.056,24.409,25.628,25.770,25.247,26.212,26.086,28.877,26.203,24.126,25.249,24.362,25.765,25.676,25.820,26.099,24.931,23.831,24.751,22.567,23.609,23.383,23.908,25.011,24.804,25.155,24.502,25.112,25.440
BEL,Belgium,"Inflation, average consumer prices",Percent change,6.656,7.626,8.723,7.663,6.348,4.868,1.296,1.554,1.162,3.105,3.453,3.167,2.257,2.485,2.396,1.267,1.765,1.503,0.907,1.135,2.679,2.435,1.548,1.517,1.857,2.537,2.328,1.816,4.489,-0.006,2.334,3.353,2.626,1.248,0.490,0.620,1.770,2.224,2.311,1.249,0.428
